(B) Sort...
/bin/rm: No match.
===> w1data/f0
4,170c4,7
< | Fri Apr  4 2008 | Royalty check            |      5,708.33  |      5,708.33  |
< | Thu Feb  5 2009 | Grocery                  | (    6,006.48) |      2,955.53  |
< | Mon Jun  8 2009 | Cable TV                 | (    2,243.74) |        711.79  |
< | Wed Sep  2 2009 | Rent                     | (    3,106.10) | (    2,394.31) |
< | Thu Nov 19 2009 | Department of water & po | (    4,352.29) | (    6,746.60) |
< | Fri Nov 20 2009 | Interest                 |      3,480.20  | (    3,266.40) |
< | Tue Feb 16 2010 | Royalty check            |      6,027.18  |      2,760.78  |
< | Sun May 23 2010 | Bonus                    |      3,471.29  |      6,232.07  |
< | Thu Jul 15 2010 | Phone bill               | (    4,412.10) |      1,819.97  |
< | Fri Aug  6 2010 | Interest                 |      2,878.89  |      4,698.86  |
< | Thu Aug 12 2010 | Bonus                    |        269.41  |      4,968.27  |
< | Mon Sep 27 2010 | Phone bill               | (    6,256.48) | (    1,288.21) |
< | Sun Oct 31 2010 | Grocery                  | (    2,374.45) | (    3,662.66) |
< | Mon Feb  7 2011 | Interest                 |      2,243.11  | (    1,419.55) |
< | Fri May 13 2011 | Royalty check            |        207.29  | (    1,212.26) |
< | Fri Sep  2 2011 | Grocery                  | (      413.59) | (    1,625.85) |
< | Mon Oct  3 2011 | Gas company              | (    3,485.93) | (    5,111.78) |
< | Tue Jan 31 2012 | Gas company              | (    2,312.73) | (    7,424.51) |
< | Sat Apr 28 2012 | Paycheck                 |      3,923.14  | (    3,501.37) |
< | Wed May  2 2012 | Cable TV                 | (    5,232.10) | (    8,733.47) |
< | Tue May 15 2012 | Phone bill               | (    1,651.97) | (   10,385.44) |
< | Sun Sep  2 2012 | Paycheck                 |      2,746.90  | (    7,638.54) |
< | Sat Sep 22 2012 | Paycheck                 |      2,900.39  | (    4,738.15) |
< | Sun Sep 30 2012 | Bonus                    |      3,933.53  | (      804.62) |
< | Tue Dec 25 2012 | Bonus                    |      3,655.43  |      2,850.81  |
< | Thu Jan 24 2013 | Interest                 |      1,661.77  |      4,512.58  |
< | Thu Jun 20 2013 | Phone bill               | (      629.99) |      3,882.59  |
< | Tue Oct 29 2013 | Phone bill               | (    4,567.40) | (      684.81) |
< | Mon Dec 16 2013 | Royalty check            |      6,318.61  |      5,633.80  |
< | Tue Feb  4 2014 | Grocery                  | (    2,403.91) |      3,229.89  |
< | Sat Feb 22 2014 | Royalty check            |      5,718.23  |      8,948.12  |
< | Wed Mar 26 2014 | Interest                 |      4,597.98  |     13,546.10  |
< | Thu May  8 2014 | Paycheck                 |      4,649.24  |     18,195.34  |
< | Thu Jun  5 2014 | Interest                 |      5,421.93  |     23,617.27  |
< | Sun Oct 19 2014 | Royalty check            |      4,841.86  |     28,459.13  |
< | Wed Oct 29 2014 | Bonus                    |      1,247.69  |     29,706.82  |
< | Wed Jan 14 2015 | Cable TV                 | (    4,373.41) |     25,333.41  |
< | Fri Feb 13 2015 | Bonus                    |      4,820.38  |     30,153.79  |
< | Mon May  4 2015 | Interest                 |        473.46  |     30,627.25  |
< | Wed May 13 2015 | Royalty check            |      2,106.59  |     32,733.84  |
< | Sat May 23 2015 | Paycheck                 |      1,538.56  |     34,272.40  |
< | Thu Jul  2 2015 | Rent                     | (    4,558.26) |     29,714.14  |
< | Thu Jul 16 2015 | Interest                 |      6,446.61  |     36,160.75  |
< | Sat Jul 18 2015 | Bonus                    |          8.97  |     36,169.72  |
< | Sat Aug 29 2015 | Rent                     | (    3,519.11) |     32,650.61  |
< | Fri Dec 18 2015 | Cable TV                 | (    2,807.93) |     29,842.68  |
< | Wed Dec 30 2015 | Bonus                    |        445.27  |     30,287.95  |
< | Tue Feb 16 2016 | Royalty check            |      2,746.55  |     33,034.50  |
< | Sun Mar 13 2016 | Paycheck                 |        721.20  |     33,755.70  |
< | Sat Apr 23 2016 | Bonus                    |      2,528.63  |     36,284.33  |
< | Mon Jul  4 2016 | Bonus                    |      1,134.37  |     37,418.70  |
< | Mon Jul 18 2016 | Grocery                  | (    3,573.24) |     33,845.46  |
< | Sun Jul 24 2016 | Cable TV                 | (    4,000.76) |     29,844.70  |
< | Sun Sep 18 2016 | Phone bill               | (    3,728.78) |     26,115.92  |
< | Tue Feb 21 2017 | Department of water & po | (    1,202.97) |     24,912.95  |
< | Sat Mar 11 2017 | Phone bill               | (    6,150.60) |     18,762.35  |
< | Tue Apr 18 2017 | Gasoline                 | (    5,644.15) |     13,118.20  |
< | Thu Jun 29 2017 | Cable TV                 | (    3,730.99) |      9,387.21  |
< | Sun Jul 16 2017 | Rent                     | (      281.87) |      9,105.34  |
< | Tue Jul 18 2017 | Department of water & po | (    1,934.01) |      7,171.33  |
< | Thu Aug 10 2017 | Gasoline                 | (    5,320.61) |      1,850.72  |
< | Sun Aug 27 2017 | Gas company              | (      359.58) |      1,491.14  |
< | Tue Oct 24 2017 | Gas company              | (    4,569.20) | (    3,078.06) |
< | Fri Dec  8 2017 | Royalty check            |      1,775.22  | (    1,302.84) |
< | Sun Jan  7 2018 | Gas company              | (    4,308.99) | (    5,611.83) |
< | Tue Feb  6 2018 | Paycheck                 |      5,501.19  | (      110.64) |
< | Sun Mar 11 2018 | Cable TV                 | (       15.38) | (      126.02) |
< | Sun Mar 18 2018 | Bonus                    |      5,042.97  |      4,916.95  |
< | Thu Apr  5 2018 | Bonus                    |      5,556.43  |     10,473.38  |
< | Sat May 26 2018 | Cable TV                 | (    2,357.96) |      8,115.42  |
< | Fri Aug 31 2018 | Grocery                  | (    2,763.99) |      5,351.43  |
< | Thu Sep 27 2018 | Grocery                  | (    5,054.09) |        297.34  |
< | Sun Feb 17 2019 | Rent                     | (    5,827.15) | (    5,529.81) |
< | Wed Feb 27 2019 | Royalty check            |      6,362.78  |        832.97  |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f29
4,193c4,7
< | Wed Feb 20 2008 | Interest                 |      2,064.59  |      2,064.59  |
< | Sat Mar 29 2008 | Bonus                    |      6,074.49  |      8,139.08  |
< | Sun Mar 30 2008 | Royalty check            |      3,696.76  |     11,835.84  |
< | Sun Apr 27 2008 | Interest                 |      4,809.86  |     16,645.70  |
< | Sat Jun 14 2008 | Paycheck                 |      2,686.59  |     19,332.29  |
< | Sat Jun 14 2008 | Interest                 |        890.68  |     20,222.97  |
< | Wed Jun 25 2008 | Royalty check            |      2,732.87  |     22,955.84  |
< | Tue Jul 15 2008 | Phone bill               | (    1,533.40) |     21,422.44  |
< | Wed Aug  6 2008 | Interest                 |      4,375.20  |     25,797.64  |
< | Mon Aug 25 2008 | Royalty check            |      4,886.81  |     30,684.45  |
< | Thu Oct  2 2008 | Paycheck                 |        241.74  |     30,926.19  |
< | Fri Oct 10 2008 | Bonus                    |      3,897.33  |     34,823.52  |
< | Thu Nov 13 2008 | Interest                 |      5,744.07  |     40,567.59  |
< | Wed Dec  3 2008 | Gasoline                 | (    1,080.06) |     39,487.53  |
< | Tue Dec  9 2008 | Royalty check            |      2,489.33  |     41,976.86  |
< | Thu Dec 18 2008 | Paycheck                 |      4,515.97  |     46,492.83  |
< | Thu Dec 18 2008 | Royalty check            |      5,125.72  |     51,618.55  |
< | Thu Jan  1 2009 | Royalty check            |      2,029.73  |     53,648.28  |
< | Thu Jan 22 2009 | Bonus                    |      5,022.06  |     58,670.34  |
< | Sun Mar 29 2009 | Paycheck                 |      5,181.68  |     63,852.02  |
< | Sun Apr 12 2009 | Bonus                    |      6,518.59  |     70,370.61  |
< | Tue Apr 21 2009 | Royalty check            |      4,397.83  |     74,768.44  |
< | Wed Apr 22 2009 | Paycheck                 |        697.25  |     75,465.69  |
< | Wed May 27 2009 | Grocery                  | (    1,299.78) |     74,165.91  |
< | Wed Jun 24 2009 | Royalty check            |      2,805.73  |     76,971.64  |
< | Sun Jul  5 2009 | Bonus                    |      2,122.98  |     79,094.62  |
< | Fri Jul 31 2009 | Paycheck                 |      4,405.19  |     83,499.81  |
< | Sun Aug  9 2009 | Phone bill               | (    1,591.22) |     81,908.59  |
< | Tue Sep  1 2009 | Paycheck                 |         50.06  |     81,958.65  |
< | Mon Sep 14 2009 | Department of water & po | (    2,234.38) |     79,724.27  |
< | Mon Oct 12 2009 | Bonus                    |      5,166.30  |     84,890.57  |
< | Tue Oct 27 2009 | Gasoline                 | (    4,128.22) |     80,762.35  |
< | Mon Nov 23 2009 | Phone bill               | (    3,391.22) |     77,371.13  |
< | Sat Jan  2 2010 | Paycheck                 |      6,125.26  |     83,496.39  |
< | Fri Jan 15 2010 | Paycheck                 |      3,900.29  |     87,396.68  |
< | Sat Mar  6 2010 | Rent                     | (    2,256.01) |     85,140.67  |
< | Sun Mar  7 2010 | Royalty check            |      6,531.40  |     91,672.07  |
< | Sun Apr 25 2010 | Interest                 |        615.94  |     92,288.01  |
< | Fri May 14 2010 | Gasoline                 | (    5,669.94) |     86,618.07  |
< | Fri May 14 2010 | Department of water & po | (    2,771.62) |     83,846.45  |
< | Tue May 18 2010 | Bonus                    |         66.64  |     83,913.09  |
< | Tue Jun 29 2010 | Royalty check            |      5,231.26  |     89,144.35  |
< | Fri Jul  9 2010 | Royalty check            |      3,719.76  |     92,864.11  |
< | Sat Jul 10 2010 | Phone bill               | (    4,017.10) |     88,847.01  |
< | Thu Jul 22 2010 | Paycheck                 |        470.64  |     89,317.65  |
< | Thu Jul 22 2010 | Royalty check            |        201.94  |     89,519.59  |
< | Tue Jul 27 2010 | Bonus                    |      1,265.72  |     90,785.31  |
< | Tue Aug  3 2010 | Paycheck                 |      5,889.00  |     96,674.31  |
< | Thu Aug 12 2010 | Rent                     | (      369.41) |     96,304.90  |
< | Sun Oct  3 2010 | Gasoline                 | (    5,042.67) |     91,262.23  |
< | Mon Oct 11 2010 | Paycheck                 |      5,822.98  |     97,085.21  |
< | Tue Nov  2 2010 | Paycheck                 |      4,767.19  |    101,852.40  |
< | Fri Dec 31 2010 | Royalty check            |      5,470.58  |    107,322.98  |
< | Sat Feb  5 2011 | Interest                 |      1,901.47  |    109,224.45  |
< | Tue Feb  8 2011 | Interest                 |      1,705.00  |    110,929.45  |
< | Mon Mar  7 2011 | Paycheck                 |      6,504.10  |    117,433.55  |
< | Wed Mar 23 2011 | Paycheck                 |      4,561.18  |    121,994.73  |
< | Sun Apr  3 2011 | Cable TV                 | (    1,834.28) |    120,160.45  |
< | Wed May 11 2011 | Paycheck                 |      3,393.59  |    123,554.04  |
< | Sun May 15 2011 | Interest                 |      3,312.79  |    126,866.83  |
< | Mon May 16 2011 | Royalty check            |      4,026.23  |    130,893.06  |
< | Tue May 17 2011 | Gas company              | (    2,555.05) |    128,338.01  |
< | Wed Jun  1 2011 | Interest                 |        576.69  |    128,914.70  |
< | Fri Jun  3 2011 | Royalty check            |      2,131.59  |    131,046.29  |
< | Wed Jun  8 2011 | Grocery                  | (       34.59) |    131,011.70  |
< | Fri Jul  8 2011 | Bonus                    |      2,788.91  |    133,800.61  |
< | Mon Jul 18 2011 | Gasoline                 | (    6,288.17) |    127,512.44  |
< | Thu Jul 21 2011 | Paycheck                 |      4,267.84  |    131,780.28  |
< | Wed Jul 27 2011 | Grocery                  | (      908.04) |    130,872.24  |
< | Wed Aug  3 2011 | Department of water & po | (    3,164.35) |    127,707.89  |
< | Sun Sep  4 2011 | Department of water & po | (      258.81) |    127,449.08  |
< | Mon Oct 24 2011 | Rent                     | (    2,885.41) |    124,563.67  |
< | Wed Dec  7 2011 | Bonus                    |        572.19  |    125,135.86  |
< | Thu Dec 15 2011 | Royalty check            |      2,283.07  |    127,418.93  |
< | Fri Dec 23 2011 | Grocery                  | (    1,296.69) |    126,122.24  |
< | Fri Dec 30 2011 | Paycheck                 |      4,066.90  |    130,189.14  |
< | Sun Jan  8 2012 | Gasoline                 | (    5,185.64) |    125,003.50  |
< | Thu Feb 16 2012 | Gas company              | (    2,687.57) |    122,315.93  |
< | Mon Mar 19 2012 | Department of water & po | (    2,242.29) |    120,073.64  |
< | Sun Mar 25 2012 | Paycheck                 |      3,325.94  |    123,399.58  |
< | Fri May 25 2012 | Cable TV                 | (    3,388.64) |    120,010.94  |
< | Mon May 28 2012 | Royalty check            |      2,301.81  |    122,312.75  |
< | Tue Jul  3 2012 | Grocery                  | (      171.88) |    122,140.87  |
< | Sun Aug 19 2012 | Interest                 |      4,026.73  |    126,167.60  |
< | Sun Oct 28 2012 | Gasoline                 | (    3,470.20) |    122,697.40  |
< | Sat Nov  3 2012 | Rent                     | (    3,235.64) |    119,461.76  |
< | Sun Dec 23 2012 | Interest                 |      5,331.46  |    124,793.22  |
< | Fri Jan 11 2013 | Gas company              | (    5,487.32) |    119,305.90  |
< | Sat Jan 12 2013 | Department of water & po | (    3,081.73) |    116,224.17  |
< | Sat Jan 19 2013 | Gas company              | (    3,563.74) |    112,660.43  |
< | Thu Jan 24 2013 | Royalty check            |      5,058.88  |    117,719.31  |
< | Sat Feb  2 2013 | Gasoline                 | (    5,421.51) |    112,297.80  |
< | Tue Feb 26 2013 | Department of water & po | (    6,325.14) |    105,972.66  |
< | Fri Mar  1 2013 | Gasoline                 | (    3,242.64) |    102,730.02  |
< | Tue Mar  5 2013 | Interest                 |      5,493.62  |    108,223.64  |
< | Fri Mar 15 2013 | Department of water & po | (      382.90) |    107,840.74  |
< | Thu Mar 28 2013 | Department of water & po | (    4,952.70) |    102,888.04  |
< | Wed Apr 17 2013 | Phone bill               | (      256.18) |    102,631.86  |
< | Thu Apr 18 2013 | Interest                 |        104.64  |    102,736.50  |
< | Thu Apr 25 2013 | Royalty check            |      1,985.44  |    104,721.94  |
< | Fri May  3 2013 | Gas company              | (    5,586.68) |     99,135.26  |
< | Mon May 27 2013 | Department of water & po | (    1,515.05) |     97,620.21  |
< | Sun Jun 23 2013 | Interest                 |      5,817.82  |    103,438.03  |
< | Thu Jun 27 2013 | Grocery                  | (    5,508.81) |     97,929.22  |
< | Wed Jul 10 2013 | Bonus                    |      5,412.40  |    103,341.62  |
< | Tue Aug  6 2013 | Gas company              | (    5,894.94) |     97,446.68  |
< | Mon Sep 30 2013 | Gasoline                 | (      546.45) |     96,900.23  |
< | Sat Oct 26 2013 | Gas company              | (    3,856.59) |     93,043.64  |
< | Mon Apr  7 2014 | Cable TV                 | (    1,722.92) |     91,320.72  |
< | Mon Apr 28 2014 | Department of water & po | (    1,380.94) |     89,939.78  |
< | Wed Apr 30 2014 | Phone bill               | (      561.61) |     89,378.17  |
< | Wed May  7 2014 | Paycheck                 |      3,537.39  |     92,915.56  |
< | Wed May 14 2014 | Royalty check            |      2,674.42  |     95,589.98  |
< | Mon Jun 30 2014 | Interest                 |      4,151.44  |     99,741.42  |
